,CASE_STATUS,EMPLOYER_NAME,SOC_NAME,JOB_TITLE,FULL_TIME_POSITION,PREVAILING_WAGE,YEAR,WORKSITE,lon,lat
410,CERTIFIED,"OAKTREE CAPITAL MANAGEMENT, L.P.",CHIEF EXECUTIVES,SENIOR VICE PRESIDENT,Y,164050,2016,"LOS ANGELES, CALIFORNIA",-118.2436849,34.0522342
411,CERTIFIED,"ARISTOCRAT TECHNOLOGIES, INC.",CHIEF EXECUTIVES,VP - GLOBAL TALENT ACQUISITON & HR DIGITAL DIVISIONS,Y,177528,2016,"LAS VEGAS, NEVADA",-115.1398296,36.1699412
412,CERTIFIED,"HAWKWOOD ENERGY, LLC",CHIEF EXECUTIVES,CHIEF FINANCIAL OFFICER,Y,219523,2016,"DENVER, COLORADO",-104.990251,39.7392358
413,CERTIFIED-WITHDRAWN,BEAM SUNTORY INC.,CHIEF EXECUTIVES,VICE PRESIDENT AMERICAS AND GLOBAL MARKETING,Y,238368,2016,"DEERFIELD, ILLINOIS",-87.8445119,42.1711365
414,DENIED,STRATOSMEDIA INC,CHIEF EXECUTIVES,CEO,Y,215862,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
415,CERTIFIED,HARTSHORNE MINING GROUP LLC,CHIEF EXECUTIVES,EXECUTIVE DIRECTOR,Y,114941,2016,"EVANSVILLE, INDIANA",-87.5710898,37.9715592
416,CERTIFIED,"BURLEIGH POINT, LTD.",CHIEF EXECUTIVES,GLOBAL PRESIDENT BILLABONG,Y,187200,2016,"IRVINE, CALIFORNIA",-117.7946942,33.6839473
417,CERTIFIED,ALPHA USA,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,142771,2016,"BANNOCKBURN, ILLINOIS",-87.8664579,42.1933581
418,DENIED,STRATOSMEDIA INC,CHIEF EXECUTIVES,CEO,Y,215862,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
419,CERTIFIED,BEAM SUNTORY INC.,CHIEF EXECUTIVES,"VICE PRESIDENT HUMAN RESOURCES, AMERICAS & GLOBAL MARKETING",Y,238368,2016,"DEERFIELD, ILLINOIS",-87.8445119,42.1711365
420,DENIED,"PINCHME GROUP, INC",CHIEF EXECUTIVES,CEO/CHAIRMAN,Y,233418,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
421,CERTIFIED,"SERRAVIEW AMERICA, INC.",CHIEF EXECUTIVES,CHEIF EXECUTIVE OFFICER,Y,187200,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
422,CERTIFIED,SWEET GREEN FIELDS USA LLC,CHIEF EXECUTIVES,CHIEF FINANCIAL OFFICER,Y,191859,2016,"BELLINGHAM, WASHINGTON",-122.4786854,48.7519112
423,CERTIFIED,SINO GRINDING (AMERICAS) INC,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,89274,2016,"MESA, ARIZONA",-111.8314724,33.4151843
424,DENIED,STRATOSMEDIA INC,CHIEF EXECUTIVES,CEO,Y,215862,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
425,WITHDRAWN,"SFORZANDO, INC.",CHIEF EXECUTIVES,CHIEF OPERATING OFFICER,Y,187200,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
426,CERTIFIED,"SFORZANDO, INC.",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,187200,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
427,CERTIFIED,"DTP COMM DEV, LLC",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,225035,2016,"LAS VEGAS, NEVADA",-115.1398296,36.1699412
428,WITHDRAWN,POIT LLC,CHIEF EXECUTIVES,VICE PRESIDENT OF SALES,Y,187200,2016,"DALLAS, TEXAS",-96.7969879,32.7766642
429,CERTIFIED,DRUGDEV INC.,CHIEF EXECUTIVES,EXECUTIVE CHAIRMAN,Y,187200,2016,"WAYNE, PENNSYLVANIA",-75.3698895,40.0415996
430,CERTIFIED,MATILDA MEDIA GROUP LLC,CHIEF EXECUTIVES,PRESIDENT,Y,187200,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
431,CERTIFIED,POIT LLC,CHIEF EXECUTIVES,VICE PRESIDENT OF SALES,Y,187200,2016,"DALLAS, TEXAS",-96.7969879,32.7766642
432,CERTIFIED,"MCCHRYSTAL GROUP, LLC",CHIEF EXECUTIVES,"PRESIDENT, NORTHEAST REGION",Y,241842,2016,"ALEXANDRIA, VIRGINIA",-77.0469214,38.8048355
433,CERTIFIED,WARNER BROS. ENTERTAINMENT INC.,CHIEF EXECUTIVES,"SENIOR VICE PRESIDENT, PHYSICAL PRODUCTION",Y,164050,2016,"BURBANK, CALIFORNIA",-118.3089661,34.1808392
434,CERTIFIED,WARNER BROS. STUDIO ENTERPRISES INC.,CHIEF EXECUTIVES,"SENIOR VICE PRESIDENT, PHYSICAL PRODUCTION",Y,164050,2016,"BURBANK, CALIFORNIA",-118.3089661,34.1808392
435,CERTIFIED,THE COCA-COLA COMPANY,CHIEF EXECUTIVES,"CHIEF INFORMATION OFFICER, BUSINESS UNIT IT SERVICES",Y,246314,2016,"ATLANTA, GEORGIA",-84.3879824,33.7489954
436,CERTIFIED,"DTZ AMERICAS, INC.",CHIEF EXECUTIVES,GLOBAL CHIEF HUMAN RESOURCES & STRATEGY OFFICER,Y,226699,2016,"CHICAGO, ILLINOIS",-87.6297982,41.8781136
437,CERTIFIED,PRESCO INC.,CHIEF EXECUTIVES,CHIEF OPERATIONS OFFICER,Y,145000,2016,"SAN JUAN CAPISTRANO, CALIFORNIA",-117.6625509,33.5016932
438,CERTIFIED,"HAILE GOLD MINE, INC.",CHIEF EXECUTIVES,EVP & CHIEF DEVELOPMENT OFFICER,Y,188843,2016,"KERSHAW, SOUTH CAROLINA",,
439,DENIED,MCLEAREN ROAD PROPERTY OWNER LLC,CHIEF EXECUTIVES,CHIEF EXECUTIVE,Y,103480,2016,"WASHINGTON, DISTRICT OF COLUMBIA",-77.0368707,38.9071923
440,DENIED,MUSIC ICON INC,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER & PRESIDENT,Y,256173,2016,"LOS ANGELES, CALIFORNIA",-118.2436849,34.0522342
441,CERTIFIED,STRYKER CORPORATION,CHIEF EXECUTIVES,"VP, COMPLIANCE & RISK MANAGEMENT",Y,189862,2016,"KALAMAZOO, MICHIGAN",-85.5872286,42.2917069
442,DENIED,MCLEAREN ROAD PROPERTY OWNER LLC,CHIEF EXECUTIVES,CHIEF EXECUTIVE,Y,103480,2016,"WASHINGTON, DISTRICT OF COLUMBIA",-77.0368707,38.9071923
443,CERTIFIED,NICHOLAS THE LABEL LLC,CHIEF EXECUTIVES,CEO,Y,256173,2016,"LOS ANGELES, CALIFORNIA",-118.2436849,34.0522342
444,CERTIFIED,PARNELL CORPORATE SERVICES US INC,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,157581,2016,"OVERLAND PARK, KANSAS",-94.6707917,38.9822282
445,CERTIFIED,"RODAN & FIELDS, LLC",CHIEF EXECUTIVES,"VP, DIGITAL PRODUCTS & DIGITAL MARKETING",Y,256173,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
446,CERTIFIED,BABSON CAPITAL MANAGEMENT LLC,CHIEF EXECUTIVES,"MANAGING DIRECTOR, GLOBAL HEAD OF RETAIL/WEALTH SALES",Y,187200,2016,"CHARLOTTE, NORTH CAROLINA",-80.8431267,35.2270869
447,CERTIFIED,BRYDGE TECHNOLOGIES INC.,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,197683,2016,"SAN DIEGO, CALIFORNIA",-117.1610838,32.715738
448,CERTIFIED,"SUNSHINE MINTING, INC.",CHIEF EXECUTIVES,EXECUTIVE VICE PRESIDENT OF OPERATIONS AND GENERAL MANAGER,Y,130021,2016,"LAS VEGAS, NEVADA",-115.1398296,36.1699412
449,DENIED,"ACCREDITATION ASSOCIATION FOR AMBULATORY HEALTH CARE, INC.",CHIEF EXECUTIVES,"VICE-PRESIDENT, AMBULATORY OPERATIONS",Y,151624,2016,"SKOKIE, ILLINOIS",-87.7416246,42.0324025
450,CERTIFIED,"JINDILLI, INC.",CHIEF EXECUTIVES,CHIEF FINANCIAL OFFICER,Y,130853,2016,"OAKBROOK TERRACE, ILLINOIS",-87.9645077,41.8500302
451,CERTIFIED,BATTERY MARKETING ASSOCIATES INC,CHIEF EXECUTIVES,COO,Y,102190,2016,"JACKSONVILLE, FLORIDA",-81.655651,30.3321838
452,DENIED,BLUESPOTPARK INC.,CHIEF EXECUTIVES,CHIEF TECHNICAL OFFICER,Y,75587.2,2016,"HONOLULU, HAWAII",-157.8583333,21.3069444
453,CERTIFIED-WITHDRAWN,"WEARE8, INC.",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,187200,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
454,CERTIFIED,"MUSIC ICON, INC.",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER & PRESIDENT,Y,256173,2016,"LOS ANGELES, CALIFORNIA",-118.2436849,34.0522342
455,CERTIFIED,"VENTANA MEDICAL SYSTEMS, INC.",CHIEF EXECUTIVES,"VP, CLINCIAL SCIENCE",Y,149864,2016,"TUCSON, ARIZONA",-110.926479,32.2217429
456,CERTIFIED,ISATUS INC.,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,82930,2016,"CHICAGO, ILLINOIS",-87.6297982,41.8781136
457,CERTIFIED,BLUESPOTPARK INC.,CHIEF EXECUTIVES,CHIEF TECHNICAL OFFICER,Y,75587.2,2016,"HONOLULU, HAWAII",-157.8583333,21.3069444
458,CERTIFIED-WITHDRAWN,MCLEAREN ROAD PROPERTY OWNER LLC,CHIEF EXECUTIVES,CHIEF EXECUTIVE,Y,103480,2016,"WASHINGTON, DISTRICT OF COLUMBIA",-77.0368707,38.9071923
459,CERTIFIED,"WEARE8, INC.",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,187200,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
460,DENIED,"ACCREDITATION ASSOCIATION FOR AMBULATORY HEALTH CARE, INC.",CHIEF EXECUTIVES,"VICE PRESIDENT, AMBULATORY OPERATIONS",Y,151624,2016,"SKOKIE, ILLINOIS",-87.7416246,42.0324025
461,CERTIFIED,"PROPERTY CONNECT, INC.",CHIEF EXECUTIVES,CHIEF EXECUTIVE,Y,130021,2016,"LAS VEGAS, NEVADA",-115.1398296,36.1699412
462,CERTIFIED,"SUNIZO, LLC",CHIEF EXECUTIVES,CHIEF FINANCIAL OFFICER,Y,94723,2016,"FORT MYERS, FLORIDA",-81.8723084,26.640628
463,CERTIFIED,"ARISTOCRAT TECHNOLOGIES, INC.",CHIEF EXECUTIVES,SENIOR VICE PRESIDENT-GLOBAL GAMING OPERATIONS,Y,225035,2016,"LAS VEGAS, NEVADA",-115.1398296,36.1699412
464,CERTIFIED,BLUECATS INC,CHIEF EXECUTIVES,CHIEF OPERATING OFFICER,Y,94370,2016,"AUSTIN, TEXAS",-97.7430608,30.267153
465,CERTIFIED,"ACCREDITATION ASSOCIATION FOR AMBULATORY HEALTH CARE, INC.",CHIEF EXECUTIVES,"VICE PRESIDENT, AMBULATORY OPERATIONS",Y,151624,2016,"SKOKIE, ILLINOIS",-87.7416246,42.0324025
466,CERTIFIED,ENSR MEDICAL INC,CHIEF EXECUTIVES,CHIEF EXECUTIVE,Y,130853,2016,"CHICAGO, ILLINOIS",-87.6297982,41.8781136
467,DENIED,NOGGIN IT INC,CHIEF EXECUTIVES,PRESIDENT &AMP; CEO,Y,236595,2016,"WALNUT CREEK, CALIFORNIA",-122.0651819,37.9100783
468,CERTIFIED,LIFESKINS INC,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,187200,2016,"SAUSALITO, CALIFORNIA",-122.4852507,37.8590937
469,CERTIFIED,NOGGIN IT INC,CHIEF EXECUTIVES,PRESIDENT &AMP; CEO,Y,236595,2016,"WALNUT CREEK, CALIFORNIA",-122.0651819,37.9100783
470,DENIED,ETHOS RESEARCH &AMP; DEVELOPMENT LLC,CHIEF EXECUTIVES,CHIEF SCIENTIFIC OFFICER,Y,155958,2016,"NEWPORT, KENTUCKY",,
471,CERTIFIED,MONDO VENTURES INC.,CHIEF EXECUTIVES,CHIEF ECECUTIVE,Y,187200,2016,"SAUSALITO, CALIFORNIA",-122.4852507,37.8590937
472,WITHDRAWN,"IMPERIAL PACIFIC INTERNATIONAL (CNMI), LLC",CHIEF EXECUTIVES,VICE PRESIDENT OF OPERATIONS -INTERNATIONAL MARKETING,Y,120390.4,2016,"SAIPAN, NA",145.7297891,15.1515153
473,CERTIFIED,"BARFRESH, INC.",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,164050,2016,"BEVERLY HILLS, CALIFORNIA",-118.4003563,34.0736204
474,CERTIFIED,"IMPERIAL PACIFIC INTERNATIONAL (CNMI), LLC",CHIEF EXECUTIVES,VICE PRESIDENT OF OPERATIONS - INTERNATIONAL MARKETING,Y,120390.4,2016,"SAIPAN, NA",145.7297891,15.1515153
475,CERTIFIED,TWENTIETH CENTURY FOX FILM CORPORATION,CHIEF EXECUTIVES,"VICE PRESIDENT, CORPORATE COMPLIANCE",Y,210122,2016,"LOS ANGELES, CALIFORNIA",-118.2436849,34.0522342
476,CERTIFIED,SECTION.IO INCORPORATED,CHIEF EXECUTIVES,CHIEF EXECUTIVE,Y,127795,2016,"BOULDER, COLORADO",-105.2705456,40.0149856
477,CERTIFIED,MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY,CHIEF EXECUTIVES,"EXECUTIVE VICE PRESIDENT, CHIEF HUMAN RESOURCES OFFICER",Y,164403,2016,"BOSTON, MASSACHUSETTS",-71.0588801,42.3600825
478,CERTIFIED,ETHOS RESEARCH &AMP; DEVELOPMENT LLC,CHIEF EXECUTIVES,CHIEF SCIENTIFIC OFFICER,Y,155958,2016,"NEWPORT, KENTUCKY",,
479,CERTIFIED,SUN BUM LLC,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,99986,2016,"ENCINITAS, CALIFORNIA",-117.2919818,33.0369867
480,DENIED,"OAKRIDGE GLOBAL ENERGY SOLUTIONS, INC",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,194605,2016,"PALM BAY, FLORIDA",-80.5886646,28.0344621
481,CERTIFIED,"LOOK@YOU, INC.",CHIEF EXECUTIVES,"CEO, EXECUTIVE CHAIRMAN",Y,165714,2016,"SAN ANTONIO, TEXAS",-98.4936282,29.4241219
482,CERTIFIED,"OAKRIDGE GLOBAL ENERGY SOLUTIONS, INC",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,194605,2016,"PALM BAY, FLORIDA",-80.5886646,28.0344621
483,CERTIFIED,MIKE DOLCE MMA INC.,CHIEF EXECUTIVES,CHIEF OPERATING OFFICER,Y,82514,2016,"LAS VEGAS, NEVADA",-115.1398296,36.1699412
484,CERTIFIED,ACENDRE INC,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,241842,2016,"ARLINGTON, VIRGINIA",-77.1067698,38.8799697
485,CERTIFIED,"VENTANA MEDICAL SYSTEMS, INC.",CHIEF EXECUTIVES,"VP, CLINCIAL SCIENCE",Y,149864,2016,"TUCSON, ARIZONA",-110.926479,32.2217429
486,CERTIFIED,LIFESKINS INC,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,187200,2016,"SAUSALITO, CALIFORNIA",-122.4852507,37.8590937
487,CERTIFIED,HYDRX SOLUTIONS LLC,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,228946,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
488,CERTIFIED,"ION AMERICA, LLC",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,97739,2016,"MOORESTOWN, NEW JERSEY",-74.948886,39.9688817
489,CERTIFIED,JIVA INFOTECH INC,CHIEF EXECUTIVES,CHIEF OPERATING OFFICER,Y,119912,2016,"DALLAS, TEXAS",-96.7969879,32.7766642
490,CERTIFIED,VERDIGRIS LLC,CHIEF EXECUTIVES,MANAGING DIRECTOR,Y,237245,2016,"CLEVELAND, OHIO",-81.6943605,41.49932
491,CERTIFIED,"FAME & PARTNERS, INC.",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,164050,2016,"MANHATTAN BEACH, CALIFORNIA",-118.4109089,33.8847361
492,CERTIFIED,"DEEP SPACE INDUSTRIES, INC.",CHIEF EXECUTIVES,CEO,Y,125000,2016,"MOFFETT FIELD, CALIFORNIA",-122.0540996,37.4112691
493,CERTIFIED,"ELDARION, INC.",CHIEF EXECUTIVES,CHIEF TECHNOLOGY OFFICER,Y,164403,2016,"BURLINGTON, MASSACHUSETTS",-71.1956205,42.5047161
494,DENIED,ARRB GROUP INC.,CHIEF EXECUTIVES,CHIEF OPERATING OFFICER,Y,137000,2016,"EXTON, PENNSYLVANIA",-75.6274583,40.0325817
495,DENIED,"GLOBAL POVERTY PROJECT, INC",CHIEF EXECUTIVES,CHIEF OF STAFF,Y,187200,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
496,CERTIFIED,FUNDTECH CORPORATION,CHIEF EXECUTIVES,VICE PRESIDENT OF ENGINEERING,Y,163000,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
497,CERTIFIED,"GLOBAL POVERTY PROJECT, INC",CHIEF EXECUTIVES,CHIEF OF STAFF,Y,187200,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
498,CERTIFIED,SABBATICAL HOLDINGS INC,CHIEF EXECUTIVES,CHIEF OPERATIONS OFFICER,Y,116230,2016,"SAN JUAN, PUERTO RICO",-66.1057355,18.4655394
499,CERTIFIED,MCLEAREN ROAD PROPERTY OWNER LLC,CHIEF EXECUTIVES,CHIEF EXECUTIVE,Y,103480,2016,"WASHINGTON, DISTRICT OF COLUMBIA",-77.0368707,38.9071923
500,CERTIFIED,"FAME & PARTNERS, INC.",CHIEF EXECUTIVES,CHIEF OPERATING OFFICER,Y,117998,2016,"MANHATTAN BEACH, CALIFORNIA",-118.4109089,33.8847361
501,CERTIFIED,MATILDA MEDIA GROUP LLC,CHIEF EXECUTIVES,MANAGING DIRECTOR,Y,117998,2016,"LOS ANGELES, CALIFORNIA",-118.2436849,34.0522342
502,CERTIFIED,"JINDILLI, INC.",CHIEF EXECUTIVES,CHIEF BRAND OFFICER,Y,82930,2016,"OAKBROOK TERRACE, ILLINOIS",-87.9645077,41.8500302
503,CERTIFIED,OUTRIGGER HOTELS HAWAII,CHIEF EXECUTIVES,CHIEF OPERATING OFFICER,Y,202530,2016,"HONOLULU, HAWAII",-157.8583333,21.3069444
504,CERTIFIED,"ALASKA BROADCAST COMMUNICATIONS, INC.",CHIEF EXECUTIVES,GROUP CHIEF EXECUTIVE OFFICER,Y,91458,2016,"JUNEAU, ALASKA",-134.4197222,58.3019444
505,CERTIFIED,"QUICKFEE, INC.",CHIEF EXECUTIVES,MANAGING DIRECTOR,Y,117998,2016,"SANTA MONICA, CALIFORNIA",-118.4911912,34.0194543
506,CERTIFIED,"NITRO CIRCUS LIVE USA, INC.",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,215155.2,2016,"SAN CLEMENTE, CALIFORNIA",-117.6119925,33.4269728
507,DENIED,BRYDGE TECHNOLOGIES INC.,CHIEF EXECUTIVES,CHIEF COMMERCIAL OFFICER,Y,180700,2016,"PARK CITY, UTAH",-111.4979729,40.6460622
508,CERTIFIED,MANPOWERGROUP GLOBAL INC,CHIEF EXECUTIVES,VICE PRESIDENT GLOBAL OPERATIONS,Y,152713.6,2016,"MILWAUKEE, WISCONSIN",-87.9064736,43.0389025
509,CERTIFIED,"EXCEL TRUST, INC.",CHIEF EXECUTIVES,CEO,Y,246522,2016,"SAN DIEGO, CALIFORNIA",-117.1610838,32.715738
510,DENIED,"AEROSAFE RISK MANAGEMENT, INC.",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,220708.8,2016,"WASHINGTON, DISTRICT OF COLUMBIA",-77.0368707,38.9071923
511,CERTIFIED,"PACNET SERVICES (USA), INC.",CHIEF EXECUTIVES,SR. VICE PRESIDENT OF CORPORATE DEVELOPMENT,Y,215862,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
512,WITHDRAWN,"PANET SERVICES (USA), INC.",CHIEF EXECUTIVES,SR. VICE PRESIDENT OF CORPORATE DEVELOPMENT,Y,215862,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
513,CERTIFIED,"ORION HEALTH, INC.",CHIEF EXECUTIVES,"EXECUTIVE VICE PRESIDENT, GLOBAL SERVICES",Y,213200,2016,"SCOTTSDALE, ARIZONA",-111.9260519,33.4941704
514,DENIED,"AEROSAFE RISK MANAGEMENT, INC.",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,220708.8,2016,"WASHINGTON, DISTRICT OF COLUMBIA",-77.0368707,38.9071923
515,DENIED,TSAR USA LLC,CHIEF EXECUTIVES,MANAGING DIRECTOR,Y,76898,2016,"BROOKLYN, NEW YORK",-73.9441579,40.6781784
516,CERTIFIED,OUTRIGGER HOTELS HAWAII,CHIEF EXECUTIVES,CHIEF OPERATING OFFICER,Y,202530,2016,"HONOLULU, HAWAII",-157.8583333,21.3069444
517,CERTIFIED,"AEROSAFE RISK MANAGEMENT, INC.",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,220708.8,2016,"WASHINGTON, DISTRICT OF COLUMBIA",-77.0368707,38.9071923
518,CERTIFIED,NEW YORK HOTEL & MOTEL TRADES COUNCIL,CHIEF EXECUTIVES,CHIEF INFORMATION OFFICER,Y,175000,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
519,CERTIFIED,"ROCETEER, INC.",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,225035,2016,"LAS VEGAS, NEVADA",-115.1398296,36.1699412
520,CERTIFIED,"NITRO CIRCUS LIVE USA, INC.",CHIEF EXECUTIVES,CHIEF OPERATING OFFICER,Y,215155.2,2016,"SAN CLEMENTE, CALIFORNIA",-117.6119925,33.4269728
521,CERTIFIED,MAGIACX SOLUTIONS PTY LLC,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,149594,2016,"RESTON, VIRGINIA",-77.3570028,38.9586307
522,DENIED,TAHLENT INC,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,111904,2016,"DUBLIN, CALIFORNIA",-121.9357918,37.7021521
523,CERTIFIED,CREATA (USA) INC.,CHIEF EXECUTIVES,CHIEF TECHNOLOGY OFFICER,Y,178776,2016,"OAKBROOK TERRACE, ILLINOIS",-87.9645077,41.8500302
524,DENIED,TSAR USA LLC,CHIEF EXECUTIVES,MANAGING DIRECTOR,Y,233417.6,2016,"BROOKLYN, NEW YORK",-73.9441579,40.6781784
525,CERTIFIED,INCOGNITUS LLC,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,178942,2016,"ORLANDO, FLORIDA",-81.3792365,28.5383355
526,CERTIFIED,TAHLENT INC,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,111904,2016,"DUBLIN, CALIFORNIA",-121.9357918,37.7021521
527,CERTIFIED,TSAR USA LLC,CHIEF EXECUTIVES,MANAGING DIRECTOR,Y,233417.6,2016,"BROOKLYN, NEW YORK",-73.9441579,40.6781784
528,CERTIFIED,BRYDGE TECHNOLOGIES INC.,CHIEF EXECUTIVES,CHIEF COMMERCIAL OFFICER,Y,182957,2016,"PARK CITY, UTAH",-111.4979729,40.6460622
529,CERTIFIED,"LIFES2GOOD, INC.",CHIEF EXECUTIVES,CEO NORTH AMERICA,Y,178776,2016,"CHICAGO, ILLINOIS",-87.6297982,41.8781136
530,DENIED,"AMERICAN PATRIOT OIL AND GAS, INC",CHIEF EXECUTIVES,CHIEF EXECUTIVE,Y,219523,2016,"DENVER, COLORADO",-104.990251,39.7392358
531,CERTIFIED,"ASP, INC.",CHIEF EXECUTIVES,EXECUTIVE VICE PRESIDENT,Y,82514,2016,"LAS VEGAS, NEVADA",-115.1398296,36.1699412
532,CERTIFIED,BLUE STONE LANE HOLDINGS LLC,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,187200,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
533,CERTIFIED,"KBR, INC.",CHIEF EXECUTIVES,EXECUTIVE VP - GLOBAL BUSINESS DEVELOPMENT & STRATEGY,Y,283500,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
534,CERTIFIED,"AMERICAN PATRIOT OIL AND GAS, INC",CHIEF EXECUTIVES,CHIEF EXECUTIVE,Y,219523,2016,"DENVER, COLORADO",-104.990251,39.7392358
535,CERTIFIED,"THE MARSHALL RETAIL GROUP, LLC",CHIEF EXECUTIVES,PRESIDENT AND CHIEF OPERATING OFFICER,Y,225035,2016,"LAS VEGAS, NEVADA",-115.1398296,36.1699412
536,CERTIFIED,"MAS ENERGY, LLC",CHIEF EXECUTIVES,CHIEF OPERATING OFFICER,Y,149885,2016,"PONTE VEDRA BEACH, FLORIDA",-81.3852595,30.2400058
537,CERTIFIED,"FREIGHTPLUS (USA), INC.",CHIEF EXECUTIVES,PRESIDENT,Y,198266,2016,"MARIETTA, GEORGIA",-84.5499327,33.952602
538,CERTIFIED,OKAPI EDUCATIONAL PUBLISHING INC.,CHIEF EXECUTIVES,CHIEF FINANCIAL OFFICER,Y,87797,2016,"TEMECULA, CALIFORNIA",-117.1483648,33.4936391
539,CERTIFIED,"MYZONE, INC.",CHIEF EXECUTIVES,PRESIDENT/GENERAL MANAGER,Y,178776,2016,"CHICAGO, ILLINOIS",-87.6297982,41.8781136
540,CERTIFIED,"SELECT BUSINESS SOLUTIONS, INC",CHIEF EXECUTIVES,"EXECUTIVE VICE PRESIDENT, CORPORATE DEVELOPMENT",Y,289640,2016,"NAPLES, FLORIDA",-81.7948103,26.1420358
541,CERTIFIED,"DRAPAC INVESTMENTS, LLC",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,198266,2016,"ATLANTA, GEORGIA",-84.3879824,33.7489954
542,CERTIFIED,CLOUD COACH INC,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,187200,2016,"DENVER, COLORADO",-104.990251,39.7392358
543,CERTIFIED,KERR CORPORATION,CHIEF EXECUTIVES,"GROUP PRESIDENT, PROFESSIONAL CONSUMABLES",Y,187200,2016,"ORANGE, CALIFORNIA",-117.8531119,33.7877944
544,CERTIFIED,MARKETCULTURE STRATEGIES INC,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,108222,2016,"MONTEREY, CALIFORNIA",-121.8946761,36.6002378
545,CERTIFIED,"ROCKLAND INDUSTRIES, INC.",CHIEF EXECUTIVES,"PRESIDENT, ROCKLAND-BAMBERG DIVISION",Y,96283,2016,"BAMBERG, SOUTH CAROLINA",,
546,DENIED,COVER-MORE INC.,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,233418,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
547,CERTIFIED,"SAATCHI & SAATCHI NORTH AMERICA, INC.",CHIEF EXECUTIVES,CHIEF CREATIVE OFFICER,Y,631700,2016,"TORRANCE, CALIFORNIA",-118.3406288,33.8358492
